crm,Y0901,Y0902,Y0903,Y0904,Y0905,Y0906,Y0907,Y0908,Y0909,Y0910,Y0911,Y0912,Y1001,Y1002,Y1003,Y1004,Y1005,Y1006,Y1007,Y1008,Y1009,Y1010,Y1011,Y1012,Y1101,Y1102,Y1103,Y1104,Y1105,Y1106,Y1107,Y1108,Y1109,Y1110,Y1111,Y1112,Y1201,Y1202,Y1203,Y1204,Y1205,Y1206,Y1207,Y1208,Y1209,Y1210,Y1211,Y1212,Y1301,Y1302,Y1303,Y1304,Y1305,Y1306,Y1307,Y1308,Y1309,Y1310,Y1311,Y1312,Y1401,Y1402,Y1403,Y1404,Y1405,Y1406,Y1407,Y1408,Y1409,Y1410,Y1411,Y1412,Y1501,Y1502,Y1503,Y1504,Y1505,Y1506,Y1507,Y1508,Y1509,Y1510,Y1511,Y1512,Y1601,Y1602,Y1603,Y1604,Y1605,Y1606,Y1607,Y1608,Y1609,Y1610,Y1611,Y1612,Y1701,Y1702,Y1703,Y1704,Y1705,Y1706,Y1707,Y1708,Y1709,Y1710,Y1711,Y1712,Y1801,Y1802,Y1803,Y1804,Y1805,Y1806,Y1807
1164,,,,,,,,,,,,,1198,7685,5585,16570,3091,4438,8677,2244,596,5687,3588,2745,,,,,2394,,,,798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,,,,,,,,,,,,1898,4596,-4596,23362,4845,14604,1428,6440,-2777,2747,8643,20426,-2281,11445,9579,1085,-979,1854,749,5915,5078,4373,4331,4963,14903,6279,105,16040,7523,23142,4411,3672,5867,10866,10546,7343,4151,9858,-1179,5693,1328,9927,9844,12042,17377,15913,12116,3882,9428,2177,6621,777,12659,3878,-7168,-3178,,,,,,,,,,,,,,,,,,,,2598,11741,3286,-399,-2598,,,,,,,,,,,,,,,,,,,,,,,,
1167,,,,,,,,,,,,6392,9007,7110,966,5556,8776,-1263,16271,4045,8530,21808,21916,8393,1306,25114,23614,22397,-1868,2937,-394,14682,12756,16149,3682,18895,8021,2222,5053,9509,25785,7154,6308,6046,19746,310,16690,6719,-5212,20192,22835,19918,-4593,13922,17339,21021,4368,3354,11775,18172,6026,-282,30980,13732,852,19628,2802,19931,11385,16033,18357,6819,12723,-5647,23705,22176,28813,838,11932,13780,-2987,11725,8494,-1628,9474,16236,25783,18812,14391,9996,1494,14606,19884,12590,20733,38717,8344,18132,5906,14740,5082,7940,13614,6994,4495,19682,23859,18664,3714,8446,-2079,38641,6068,24879,28180
1168,,,,,,,,,,,,5296,9542,9692,12890,8892,9589,20089,7344,-2554,8346,11103,6819,3315,9041,4412,6644,,7860,10084,2548,10673,10904,-3365,5432,5760,28887,10885,17522,5044,21482,40599,11366,5275,-15773,24538,9572,10072,11427,19275,10380,17380,4646,10597,5134,1665,2492,7773,7918,12662,3857,4800,13406,8007,12730,8909,2498,5066,11209,26259,3060,8158,5886,8100,12433,23261,9122,13618,-3508,15991,12269,900,14055,9678,9189,1518,7937,8737,7141,10743,3946,8493,4996,10091,4595,13089,1798,11790,-5388,9691,9091,5196,16986,23180,8091,14986,2598,5196,800,7592,3196,3097,5894,2697,3798
1169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,,,,,,,,,,,,,9990,12537,-16233,5996,-3147,1099,1099,-2887,-4107,1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,,,,,,,,,,,,7092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,,,,,,,,,,,,,2997,24624,9792,9160,24480,3395,9707,6959,5961,17433,12485,18840,9691,11045,14986,25645,7732,13456,15335,8051,14683,37581,15701,13124,11987,5644,16823,21993,10809,22419,14196,15020,3146,36261,8721,23944,13303,27064,24017,28582,23330,20054,15017,21688,25069,40159,4762,13128,23140,14900,16992,28225,13301,8992,24113,11619,13728,25330,11947,16984,31394,17427,25622,19723,16715,16093,24600,8686,34021,13954,9149,21332,16636,28215,25311,7529,5692,47033,11214,16986,30772,23377,14437,24419,25847,16034,40463,29477,10289,37568,24979,25576,20682,21184,26475,32671,14087,18784,20083,21680,12036,20183,35370
1173,,,,,,,,,,,,,20404,27674,34814,15551,18937,15059,23977,29302,71309,19217,46873,26058,13557,15616,5076,66257,1594,31841,9997,23122,40170,49763,24703,4703,36826,70063,41846,46182,39261,19382,34637,23398,32209,29207,38682,32274,32080,68226,102491,25135,18517,32065,15427,14455,54266,69203,24317,43492,31593,68299,91273,45350,53193,33568,33614,8152,36701,83142,8410,14739,18691,55672,45611,46037,42773,31928,34223,31232,51520,91188,-1839,5696,67534,74615,29954,27284,36068,47934,14880,13883,30198,51552,21379,1471,35212,45819,63896,41162,56855,39863,24677,19881,34473,20481,23580,8090,15687,54255,71437,50958,63154,60343,1200
1174,,,,,,,,,,,,7577,8941,8112,7763,9789,19373,-3385,13214,4500,11089,19771,28897,7661,11666,18917,10578,3830,11400,16634,6570,13977,7000,15293,15085,12035,19685,21343,13415,16836,3639,19296,16701,5325,7342,6739,2836,-781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,,,,,,,,,,,,3602,6994,-495,12336,8990,6943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,,,,,,,,,,,,,9038,5589,5824,-3155,13794,795,-1900,3264,8658,-3481,1990,5485,416,5996,11920,1917,-3698,17596,-33,2398,,,3134,,,5215,2664,4992,-1299,,-1499,337,1499,,,,1817,-1798,,,3178,5551,-300,-1181,-1098,2809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,,,,,,,,,,,,1598,5961,5693,-3280,7891,-2299,5792,4362,3494,,2196,-1181,1681,3714,3400,-2347,,,6150,7973,9566,2768,452,5840,,-1498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,,,,,,,,,,,,,,,,,,6094,7643,8541,7693,12938,11877,3988,7492,2696,6294,15624,2998,10839,10639,5994,4496,10189,6343,9175,2596,-891,2998,5784,11028,4494,4094,12090,8394,5894,12854,-3000,14085,9971,11237,6830,6639,2496,3294,18255,4646,18098,13345,1837,4094,4066,4239,-759,4554,2598,9409,2816,978,-698,,,-1158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,,,,,,,,,,,,,,3961,8158,14283,19013,17268,5286,9375,18017,11158,11471,6962,6679,15780,13991,2688,19805,4750,10097,12547,8632,11268,12638,14712,6363,11303,8021,15162,21546,7001,10184,10310,14897,11948,5191,5281,7310,12362,19607,8055,6332,10864,8650,12409,24189,7377,9359,11544,12926,18956,13482,24668,15834,3157,13817,10769,12574,14227,4721,11507,15557,22044,6259,13759,16013,38338,12712,10798,11357,13025,12711,15830,3357,16009,13719,8407,12773,2192,,,,,,,,,,,,,,,,,,,,,,,,,
1182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,,,,,,,,,,,,,,9484,21192,7341,2996,11424,11829,19239,9476,15299,9693,4125,11218,11328,19192,14784,23782,5351,11512,8432,19456,16064,12234,2152,11136,22072,8440,11274,14123,8357,13073,8802,6058,8601,9307,10903,7136,14364,28530,9021,16031,18449,9235,8859,10679,7068,16110,14811,4819,18301,19965,30673,30864,25075,42083,14926,17842,19124,10648,12210,11412,30103,6093,13228,6791,13524,3484,26751,18151,21725,17409,11007,24974,22971,21794,15741,10948,18279,22678,26372,10936,19982,20080,29774,9291,10988,19980,14584,24078,20883,27873,20578,5894,-46756,2297,8492,1349,4995,-3597,2698,3446,4096,100
1190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,,,,,,,,,,,,,,2633,7489,5941,37070,14893,12741,32715,14373,20607,-128,-173,12025,5649,21132,5668,23958,4185,17404,13541,16552,29598,20076,12151,8186,14692,2492,12312,21736,29900,29689,7307,18950,31732,33301,3550,24260,12483,20120,32811,33782,22958,32630,22739,16758,18549,39651,20572,13611,10577,17846,2348,11879,20471,8813,14381,3105,36378,14478,12729,9318,28212,31955,26591,16351,22960,22653,32406,19326,55559,11250,3216,24649,5919,40300,16811,44195,13588,25576,27675,29275,13897,33873,11790,31572,28277,21879,50459,32673,47859,22232,38966,40269,12039,14884,17877,25976,19984,24380,19280,34972,19182,36669
1193,,,,,,,,,,,,,,,5762,-1049,11992,13075,20986,2798,-1798,11032,15010,15571,8792,16785,13884,13384,11531,7893,9735,7545,7933,2598,7062,5388,2915,10439,10474,11126,5695,3654,5841,11286,4745,13933,10739,5283,13968,7572,10570,10236,7192,4574,6923,7396,7454,5453,3055,9230,9066,4696,8631,2516,1948,3126,8320,11100,8798,9827,3016,3716,4232,3817,2037,1817,1518,1863,4860,,3413,11335,,5593,299,4433,8590,4194,8190,4692,7191,4645,2495,5394,3695,5394,3996,,,,,399,,,,,,,,,,,,,
1194,,,,,,,,,,,,,,,,,,,,2807,,,,,,,2998,698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,,,,,,,,,,,,,,676,7354,14955,15911,7287,7722,7457,6457,3831,9466,4692,6388,10281,4964,6194,7846,2748,17551,4005,6022,2408,21659,18095,3640,14194,9910,3069,33902,10530,3615,12624,13361,8254,9936,12516,7218,1290,1134,23267,3632,11063,10774,17465,8235,20345,9151,4818,15367,-2735,5998,4081,8821,20166,7478,2577,21407,10346,3344,13478,10773,12809,6091,11235,-829,11822,4362,9681,8575,7632,5851,4654,4136,10808,14837,15517,10489,13180,-2215,7589,10590,10389,2344,10590,9986,4793,27272,7244,12883,11087,11089,2598,,7441,20924,17382,16830,2199,13186,8291,13685,13382,21580
1197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,,,,,,,,,,,,,,2115,3430,1764,337,14869,12706,18535,3612,21117,24879,21298,9084,6702,4656,16276,32524,19786,15192,1901,30006,16515,11393,5839,10916,6246,13218,10376,2147,13969,817,17554,13309,12330,34750,19003,5983,25094,-822,13220,366,20670,14297,11516,15784,11172,3351,14618,16858,11751,11162,20214,21903,14519,33623,13110,9385,13644,14672,10652,21514,22749,12490,14909,11331,8033,17452,18427,16341,28809,17455,20794,25628,16852,-175,3661,38516,5390,11586,11087,12788,12288,13087,10190,19683,5196,-200,25477,10687,24281,2697,27176,12185,21678,25176,23079,7293,18381,17832,2898,8091,28876,8393
1199,,,,,,,,,,,,,,,10174,9738,14268,12171,6225,22102,22554,29087,29301,18327,5659,11575,27820,11348,17706,24292,6007,10596,5690,9729,22213,4459,12789,8926,5562,20760,6196,10633,19513,12157,23759,22714,8979,4020,21984,15625,7651,11937,19889,20929,6506,19091,4033,6785,12559,14607,31222,8067,25701,25803,31527,36239,27953,36943,31979,41959,794,41551,8456,28725,17189,16477,17774,15708,9139,25794,25488,20073,,-3757,,,,,,3647,19182,,,800,,,2598,-2598,2897,699,,,,,,,,,,,,,,,
1200,,,,,,,,,,,,,,,10203,19255,8366,-698,21320,9484,3562,5947,7692,12679,17667,18537,10639,10802,10788,15778,13506,24908,6853,22695,11819,10895,13266,20984,9911,15841,17341,19007,16687,15174,21051,4914,26284,5428,11100,-1353,10653,4537,13899,-316,7279,8669,4844,6401,6893,1754,10815,7211,-1709,16937,8619,5166,199,4532,126,4992,7278,13228,1470,5813,8115,15945,11902,7644,19147,9523,7140,11139,12903,7263,11354,8768,12769,15196,9297,5787,12782,13483,14676,10985,14302,-825,6789,3918,20123,4869,4570,12585,7289,17583,20905,3670,13701,9312,11264,12612,10163,13034,10963,20753,6367
1201,,,,,,,,,,,,,,,6989,4726,10338,-1185,,1515,866,-849,3213,1998,-351,2490,2962,-794,1298,179,-3294,,616,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,,,,,,,,,,,,,,,13445,6086,12785,-2025,5440,30355,18650,16087,4885,22510,14708,14102,23551,16194,21177,10507,22827,23808,25254,17927,21449,26069,29700,28107,36171,16440,31872,16065,16770,28000,13307,15261,31330,27540,26886,29431,21545,28936,31150,11682,24037,27115,29705,30414,27283,16592,24968,17513,31610,22122,21983,43288,17492,41955,38921,18737,26603,34538,30122,26850,37420,27772,37159,33754,16217,18321,11172,26058,17919,15327,26068,28673,13966,29631,25650,8881,25662,28717,40250,21378,17387,27270,30569,25320,37263,20925,23875,22321,7190,23873,17079,11337,19677,17277,19574,30362,23570,22175,23342,11189,35459
1203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,,,,,,,,,,,,,,,,14990,3213,5395,4013,11647,4576,6895,11808,-3897,19382,-784,18394,5012,11019,3715,5381,9593,918,2615,3574,,2947,-1798,5207,6444,7642,9802,17630,7558,10930,388,5226,9058,9922,1917,12483,11614,16922,-5017,9430,18906,619,13950,7732,9563,10676,6892,3700,5251,22327,20557,-3229,5650,7984,9844,9320,-5662,17075,5394,16422,16748,7032,19908,4294,10307,-3055,4192,12709,6309,6786,4760,3186,5903,7953,-1198,11584,6392,5097,1796,8293,5693,13287,7592,17584,-1702,5196,9491,15388,6992,8693,6593,7192,8898,10192,23776,21776,9192,-2198,15385,8893
1205,,,,,,,,,,,,,,,,,2020,25601,3221,17483,13577,17833,11849,28532,4700,17104,19945,15874,11251,16011,23911,17845,17129,10643,23298,5015,5224,17176,19366,17071,34014,23578,40298,-2913,3011,23757,6370,22713,15483,9743,109,37885,15518,13455,15009,13373,19961,10480,34215,7800,21485,-2993,24951,24756,7946,15403,23381,20235,20335,36592,10894,8241,20449,15836,25286,15089,15874,18137,23363,4643,12549,26117,16815,11597,12564,14111,23667,16380,16342,13332,28417,29517,10890,11037,6892,25726,23677,13434,33461,4748,29566,29016,24075,11038,32969,27372,1247,52843,14535,19781,19530,16684,24823,11588,7242
1206,,,,,,,,,,,,,,,,,26571,14889,26592,18031,4964,17727,5601,7785,8458,14161,19355,7430,-2851,18250,10140,16309,22765,5719,13326,-2932,3730,5555,6396,12769,14885,6220,17912,12303,12585,12608,5671,3304,2761,11617,16034,16141,18306,11595,11121,22758,19894,11990,13999,-2709,9144,11228,12153,26998,19782,29179,7027,23316,21903,8223,19136,3076,12365,20324,7310,9060,8923,15067,10401,19909,8058,12620,7750,14658,4658,15317,37149,25696,21179,13133,35652,26973,29570,46458,594,7437,28919,6488,19580,16879,19773,25368,26469,9289,17875,30065,15780,22972,21819,13685,18279,12483,35265,32769,21479
1207,,,,,,,,,,,,,,,,,9805,17648,9820,8425,2031,12135,6784,3404,2514,8389,-5044,-599,-949,-549,1016,1199,,749,,1498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,,,,,,,,,,,,,,,,,2998,3714,-191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,,,,,,,,,,,,,,,,,12562,18426,24423,23443,18924,25966,28868,30023,25820,31621,42451,26823,33563,23793,18920,32065,40251,12744,18237,25085,8927,-4005,,,-1498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,,,,,,,,,,,,,,,,,,4378,9271,3260,931,8846,7743,8987,2117,3501,8505,2211,6347,417,-1694,-1395,616,-598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,,,,,,,,,,,,,,,,,,,,,910,1283,1125,823,,1454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,,,,,,,,,,,,,,,,,6091,9434,8238,4739,-452,8837,13335,-2196,397,8586,8388,6262,8580,4769,6832,6834,2936,2296,6890,7011,8033,2864,448,1645,8080,9050,5199,2997,5805,4113,3632,2196,4573,8230,8539,11487,13695,-5388,6174,6009,10569,-2447,11154,-3692,8213,6594,1856,709,-809,10728,5866,-3101,3756,380,998,1518,2267,2136,2497,2966,6970,1518,6518,1418,1048,598,-299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,,,,,,,,,,,,,,,,,,,1448,1698,498,2198,916,,,9380,8320,9435,13228,6381,3044,17883,5989,8119,9603,20516,14750,9103,14529,6975,23090,2510,13327,10757,24947,12172,9523,23057,16713,30613,8714,18778,5147,8793,6003,16137,15361,24053,19265,10962,6606,10950,12121,13325,7227,6751,11270,17464,17983,9530,8170,10123,10577,5531,25436,13326,16535,6812,22183,22673,16308,19886,13343,19682,12872,13062,6614,7604,15506,42408,14383,4530,12186,11388,21277,3693,3693,8862,12782,11714,14982,4895,17153,9393,7693,11883,12388,1699,11886,13185,1398,7989,11289,-1897,
1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,,,,,,,,,,,,,,,,,,6129,37786,22625,44582,35099,50402,34010,48999,50666,19181,45528,37648,32741,30300,43069,37028,34150,41032,30412,75106,40568,39184,36884,53633,56474,41185,45616,20101,40478,53187,28611,32377,57409,51944,53781,37167,40497,45652,41548,24633,65617,50537,35811,56173,56121,45195,34321,25330,51930,49466,35751,37386,25567,39832,53123,45127,50451,48141,39759,27668,32734,38893,57307,34315,37168,43065,42709,62637,23296,61587,31550,39986,52082,24876,43049,19977,58337,31620,44457,33860,63291,71153,27261,71217,46767,32762,66821,20569,56638,30910,80058,47697,76018,23279,74522,54431,32363,30558
1217,,,,,,,,,,,,,,,,,,,,,2132,15286,7257,30151,15628,14895,10029,18117,18357,20958,14399,19198,7048,10697,20710,12579,27603,-791,10123,2454,1666,-1530,2324,2903,1336,-1379,219,1704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,,,,,,,,,,,,,,,,,,,6792,6288,15022,6666,14578,1637,10689,20048,8452,-3102,11864,13478,8563,4494,8254,11067,14235,6249,9294,15850,9999,2594,10954,9199,18917,5962,5212,10589,9322,12127,19656,14726,13597,15155,7697,17785,5954,9128,8870,17328,19878,8955,10082,19592,11715,18907,10984,19226,8465,15407,13757,8280,5260,3234,24429,9564,9134,13345,11628,638,19355,5203,10522,6597,15525,13906,11311,15636,23937,16460,18739,7486,27959,10987,21568,19173,14381,14066,26460,16472,20474,20871,16675,25568,6990,9283,18222,17815,23762,16477,20867,13632,19920,12686,12778,17973,5437
1219,,,,,,,,,,,,,,,,,,,,3075,3241,3075,3457,9707,5796,10923,5066,487,3813,7974,1848,2484,6164,4696,3196,10060,8827,13424,12261,18025,15937,-1423,5392,12389,5592,15638,14003,6525,12206,11437,8869,19359,4860,8717,3770,12939,5287,15534,14814,1574,10154,17726,9440,13435,7877,9675,4905,15944,6668,5806,6891,9488,21474,15254,20918,20956,7893,12929,9991,19369,-13,15148,10533,8966,16741,9583,6500,11321,9824,6392,13279,9584,5988,16177,7782,8779,10582,10178,10778,15473,16372,5489,4788,3790,8788,4691,9384,5385,13876,12974,4790,6784,10580,6487,3092
1220,,,,,,,,,,,,,,,,,,,,,2824,3740,-1857,1532,8391,5943,11603,4263,12036,9444,14706,846,6064,11524,11395,10962,16282,13180,15451,11503,16273,22252,-3580,2166,4496,13069,8929,14745,4046,13564,19762,14332,3134,18167,30299,16503,31138,20358,-2651,21362,8464,13998,25718,22692,16739,-10330,15828,1778,14297,16926,1634,8972,15225,8389,16442,257,23565,15944,16869,5787,8542,658,15425,22135,12737,-804,3072,7860,3955,10337,14779,23373,4494,13134,8491,5845,14483,28770,103,11287,12489,-800,17883,13685,12388,10888,4396,9192,14883,3196,20183,15586,12087,20378,1497
1221,,,,,,,,,,,,,,,,,,,9289,20379,6084,12953,12603,12354,2459,4009,12385,7939,2747,-1498,,-1098,,,-1498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,,,,,,,,,,,,,,,,,,,3797,28836,3478,15302,23965,16831,29187,12826,28919,21245,27710,23901,5550,21604,26162,26650,30710,13068,17572,18251,33222,27397,31836,27186,25043,39819,40410,8320,12962,35242,22100,23238,26491,45615,52078,43519,8265,34556,34793,26093,20803,27897,32144,8508,29836,39601,41754,33113,26196,52421,25809,22833,30078,25482,45884,30866,42003,62016,39532,56604,37042,51245,38023,23845,24725,52453,39338,23757,49243,27559,49538,49987,34404,35454,55727,32759,53871,26963,63233,25466,21932,23309,24574,40350,30464,55730,27560,14582,39250,23813,27259,28662,20570,48642,42004,43041,32866
1223,,,,,,,,,,,,,,,,,,,6630,47719,22878,21850,47473,24291,23585,38075,36835,26000,45861,20056,24809,36814,23362,47954,21383,37210,25215,39846,39911,42647,12757,57279,45700,52317,23016,61023,37790,21289,19696,56382,23153,43532,8768,12230,36747,53419,40044,39531,41298,42922,45339,23003,44901,42365,18674,10318,57296,57692,63959,35774,21555,39729,27853,24422,51398,57157,34801,73543,24879,22062,41901,58242,2906,78212,48804,60014,66289,35328,36044,52197,33171,44721,57936,74791,27795,95301,27392,42157,55976,32713,32476,38206,50054,42824,48943,11584,80516,87312,14533,55146,61341,65127,32367,64633,25472
1224,,,,,,,,,,,,,,,,,,,,3601,31453,14520,4336,5524,6831,9360,98,842,78512,3394,6867,8521,24837,15745,5285,14857,3263,4808,1444,17150,36768,15948,24156,17122,23715,15837,18644,14166,16128,12302,10748,10438,3422,7458,2601,13604,13596,10953,-2748,6528,-598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,,,,,,,,,,,,,,,,,,,1597,10784,9647,16181,5495,13489,11191,14539,26678,598,7808,5021,-41,5697,8392,23560,3632,13210,5167,6295,6050,10511,1675,5235,5696,5227,7294,15190,9773,-3425,17317,37752,-549,578,-13864,3658,-369,10043,5226,10482,4354,-2622,4814,8821,17606,9392,-3178,,-1518,,,-3178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,,,,,,,,,,,,,,,,,,,,,20244,80741,20965,27583,44475,16360,17071,12447,50840,27869,38932,44519,37380,48593,47460,37834,32359,43510,54738,34576,52718,54465,43101,42300,9939,24033,67154,23609,52734,44658,59900,73569,66178,28915,41222,82317,8964,74265,51430,25686,66281,58661,54666,93251,54534,1028,49824,40361,57131,53460,61401,36771,-15558,-10955,-2010,,-1346,-823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,,,,,,,,,,,,,,,,,,,,,11359,27275,55970,23531,47128,38777,45912,25432,19135,37054,33407,63364,48346,75003,60619,28956,31651,33529,69521,95764,87727,59201,76951,53984,40424,43971,44069,-1388,49682,41085,80447,45624,49233,34856,62163,89129,68361,108348,38752,12828,40881,30981,59704,58309,51553,59410,30766,55499,81314,9963,42510,21539,64553,10636,52799,22531,32567,57830,52654,9969,17818,-16687,-12641,-2598,-3178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,,,,,,,,,,,,,,,,,,,,,15432,17762,8536,14958,6791,11286,13781,14674,19563,7820,7290,16447,11030,15657,-1098,7288,3383,18533,9732,6243,7189,4845,26226,8157,2124,21267,24144,19159,10312,-2499,19365,17161,3452,34845,1840,20042,10438,21204,14517,20656,15547,15160,14372,10758,18043,13571,21080,14140,9035,21875,17782,20452,9275,14102,7554,21609,17580,24502,20324,20547,23542,13691,12658,19514,25191,14097,14699,22793,19979,21973,20676,12276,38164,30262,21483,16182,38460,17478,13005,27269,34863,31089,21575,20374,10187,-7793,-1398,-1398,-2598,,,,,,
