crm,Y0901,Y0902,Y0903,Y0904,Y0905,Y0906,Y0907,Y0908,Y0909,Y0910,Y0911,Y0912,Y1001,Y1002,Y1003,Y1004,Y1005,Y1006,Y1007,Y1008,Y1009,Y1010,Y1011,Y1012,Y1101,Y1102,Y1103,Y1104,Y1105,Y1106,Y1107,Y1108,Y1109,Y1110,Y1111,Y1112,Y1201,Y1202,Y1203,Y1204,Y1205,Y1206,Y1207,Y1208,Y1209,Y1210,Y1211,Y1212,Y1301,Y1302,Y1303,Y1304,Y1305,Y1306,Y1307,Y1308,Y1309,Y1310,Y1311,Y1312,Y1401,Y1402,Y1403,Y1404,Y1405,Y1406,Y1407,Y1408,Y1409,Y1410,Y1411,Y1412,Y1501,Y1502,Y1503,Y1504,Y1505,Y1506,Y1507,Y1508,Y1509,Y1510,Y1511,Y1512,Y1601,Y1602,Y1603,Y1604,Y1605,Y1606,Y1607,Y1608,Y1609,Y1610,Y1611,Y1612,Y1701,Y1702,Y1703,Y1704,Y1705,Y1706,Y1707,Y1708,Y1709,Y1710,Y1711,Y1712,Y1801,Y1802,Y1803,Y1804,Y1805,Y1806,Y1807
1258,,,,,,,,,,,,,,,,,,,,,,,,,,,5945,16128,23683,38594,37363,30097,36447,41542,32171,61851,51973,31020,36555,43533,53728,60803,38128,58273,41858,52633,21586,27061,38080,92094,39569,90120,60716,47828,74214,53162,24736,70523,35270,29885,54307,33050,32228,65305,87143,59597,55518,38501,51232,34243,782,-3917,-3876,,-3178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,,,,,,,,,,,,,,,,,,,,,,,,,,,36159,9446,8930,10798,11976,13975,15208,23582,26244,13686,21229,10705,22224,14597,12623,18735,26699,20197,23779,24350,25026,6652,14421,4899,23442,7254,19923,12734,10701,9628,5091,9261,5817,4761,-1508,4555,7457,2956,4633,1843,6945,2253,7568,2611,7170,3082,-460,3776,4172,,2676,89,4992,4703,10023,5697,7216,8860,12802,4139,8517,6878,6093,20675,19373,12885,21571,37457,30812,39654,28767,25168,65980,19874,34958,31666,25272,41951,18277,17378,18679,39651,14382,34860,26570,29864,20975,33564,8089
1261,,,,,,,,,,,,,,,,,,,,,,,,,,18,19328,33045,35464,57078,62880,23117,34484,65081,87186,48162,46540,53348,77409,78759,49912,34579,47306,53793,44566,63214,42255,24231,25098,40918,74243,86076,50527,26755,50817,99213,49306,54922,56243,57044,51407,50668,45093,71860,55357,77820,86656,49698,125175,60145,93641,23460,30508,66503,56208,34207,58770,71617,61842,35919,18474,59460,34420,17411,21348,36546,79217,38659,27155,91489,49751,87016,76336,68439,47000,114596,56798,79178,43210,28216,78986,75095,44226,69613,98638,46919,94045,146426,40809,74769,-25877,-1398,-7542,,
1262,,,,,,,,,,,,,,,,,,,,,,,,,,11674,43218,57100,40790,67767,39327,67534,35376,33654,24340,24166,28199,78204,57175,42467,43019,51258,38164,26818,5363,72126,78212,41655,75268,26273,26021,47254,55464,37415,26840,46094,36051,69501,32953,48582,39991,41849,48074,83565,84268,42595,34797,17796,57442,46329,28612,26840,29617,21493,52148,83384,25213,48746,21589,24592,41291,48275,44359,110973,23196,11780,56110,26587,26178,60293,12907,66938,44962,-8891,-2598,-6495,,,,,,,,,,,,500,,,,,,,
1263,,,,,,,,,,,,,,,,,,,,,,,,,,,20260,6429,16852,10106,23628,30423,13450,18120,22586,10909,-1298,,-1589,-1589,,,,-2398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5834,3848,2614,5848,1707,10179,6116,6689,6388,2372,3584,935,-1331,532,,719,,2417,454,738,738,,,,,1335,,,1118,,,818,,,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,,,,,,,,,,,,,,,,,,,,,,,,,,,,1299,,13796,4029,15591,10147,272,9320,5785,7559,2285,5797,549,1098,-1034,1098,,1966,7131,-950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2598,11992,9141,11592,514,16405,-4288,-5788,-356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,,,,,,,,,,,,,,,,,,,,,,,,,,,7495,21233,36394,-600,11600,9409,3898,13857,6331,896,108,-4480,3634,1038,2335,5749,,1236,-880,3147,-382,401,,698,,7032,2809,1817,11498,19853,20573,20333,16569,15770,-2790,,-699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,,,,,,,,,,,,,,,,,,,,,,,,,,,26982,15722,15693,20981,756,27288,4892,18404,-11636,13152,11131,15780,10357,574,46691,21137,12300,5830,20175,27690,13253,11617,12793,4007,26538,12669,24030,8029,15464,16430,31342,8365,31606,-216,20845,1397,14040,19581,17592,17600,21018,6194,8494,26941,34077,23864,2324,9872,9382,35702,15533,15906,8193,1156,24509,15408,10713,5906,15571,7501,26408,29307,25418,13824,19875,31463,15581,19832,22567,7493,16182,18180,27370,12685,34961,8186,34568,15482,22373,24627,29273,673,20872,17077,19276,31419,1089,20877,16781
1269,,,,,,,,,,,,,,,,,,,,,,,,,,,,2490,10647,5689,3462,8405,2514,6139,2895,2964,7512,5401,13849,2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1798,,,,,,,,,,,,,,,,,,,,,,,
1270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,,,,,,,,,,,,,,,,,,,,,,,,,,,,585,711,5027,4285,-4498,-1696,-1098,899,3897,,,,549,3696,1798,,636,13588,16022,8336,18310,14762,18511,23855,17655,30522,7862,33885,-232,19424,10076,-849,-4926,1818,,,-1818,,,,,,,,,,,,,,,,,3010,-2990,,,,3787,-2618,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531,17829,-5342,6823,5994,6206,7089,7346,3842,-898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6513,7465,10525,27807,12302,8015,22900,12286,8901,5055,13662,7869,2474,37437,5766,13917,5870,4765,1128,6580,25496,30212,22562,28668,21562,15282,9404,14244,7491,24168,6132,18628,1631,7509,11996,25253,4208,38293,17358,243,7822,9777,4340,11596,18399,2618,21625,16631,20772,9997,15591,19883,21242,16858,6920,10251,10650,12266,11431,2102,2478,3095,7192,8293,-1798,,1797,3196,3196,,8492,,1798,6495,4496,13588,6395,11790,8393,13489,5196,16582,-1200,1200,15186,11689,8193
1274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14992,29014,15225,30584,14528,12511,10927,1268,21018,1147,15063,16606,16162,9826,14042,24663,1483,3860,11112,17439,-3196,9371,10333,23569,3973,19178,17120,15070,2453,9549,7297,19962,7592,6870,8877,18195,6050,17904,10216,7444,-4252,15524,10492,2044,5920,8272,19577,10975,23121,24069,10783,8147,13669,37570,9276,-612,4167,4625,16523,2295,-4266,29378,13889,13790,19083,9790,24475,11289,14186,17782,2796,11287,8992,22782,26677,16284,1695,24378,17085,12883,10790,2499,2499,10091,6491,14586,-3097
1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4213,2094,2398,2596,-334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5614,41556,9997,41457,37510,34167,41310,26964,28156,40745,30352,32757,29644,39932,15896,25418,32768,38203,38867,33424,25991,47173,44867,69158,32137,41006,18267,7594,23719,52005,20302,29037,50428,25963,55700,38601,51681,38637,24457,36719,48672,10846,31675,38902,28537,28492,44247,27981,37117,48308,29328,31361,21704,38876,17498,39406,31270,29099,30755,38165,35593,39976,18368,44545,25719,53747,36710,38758,37558,40847,39452,31460,54944,43752,22775,40054,35110,60040,57097,38456,53847,57636,47952,42558,50247,73882,29719
1277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1199,8480,9720,17304,4204,16485,1158,-3098,5344,12177,-2479,-1787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3611,2566,22171,3412,3311,11526,1349,,21200,11608,18663,14654,2519,8531,,-2998,-3178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8331,3350,10722,14048,-1346,1516,2047,11477,5747,8987,6145,1768,7003,7797,13060,3570,3198,5620,-2417,8434,34714,3911,3294,1965,11313,10126,25547,2859,5212,1991,-1360,4053,3713,16367,7031,9418,21378,25617,140,23505,12174,20128,18288,6969,32697,6468,5480,8444,5139,7262,1198,7983,15054,7160,5282,16419,17916,15337,12896,8939,14532,19777,15281,9390,6589,11984,13984,10089,16281,6691,12790,9886,8510,13882,8590,7889,14085,16659,7440,18828,17881,16081,7891,14885,13184
1281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10488,21317,29596,38078,22085,20463,21227,10549,32221,21551,22749,18787,21586,13847,24915,19235,19731,24258,10548,8756,15189,20683,19771,9510,11121,19004,25390,35226,10241,19664,29244,6757,17502,15343,7321,7528,30024,3831,34756,14920,5739,15132,14106,18182,11008,5490,35435,17493,7226,19019,18256,22325,8826,5236,10441,2695,3874,-1248,2136,3294,1797,2997,20679,27174,4590,19977,16280,17882,6193,7988,6892,-2596,-3996,,,,,,,,,,,,,,
1282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1816,9567,1416,5305,5522,3282,18944,,,5870,3016,9820,5969,4877,3178,511,-7174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9967,6356,9748,10432,6684,-401,16221,7954,9072,12076,8260,9822,12526,13070,17036,500,-2623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4494,11955,2684,13486,19809,11708,1386,8448,10336,13404,5072,9568,8298,10453,5864,14167,15581,6300,6054,14532,18821,24154,426,9220,8909,23269,15686,21268,10507,13337,9162,19176,-89,25599,12746,11478,7451,15995,29567,19551,-4289,2126,11646,9350,15370,26080,12849,16074,12571,10794,12925,13825,19259,11937,14944,11871,2400,22256,15223,12125,14090,4996,19380,34471,19483,15721,13485,22026,13185,16032,23793,15285,18031,7592,24176,12786,22576,16485,20879,30467,9190,14786,21974,23776,24076,16483
1285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4993,3383,3645,18243,6168,685,22836,-2999,10811,3598,1842,2185,349,1608,5986,19887,10549,6769,132,5367,13851,10300,12804,4249,16540,4315,1817,11221,7343,16455,7965,-2790,14094,9137,11744,9986,8847,1667,9571,7797,9163,12287,3629,22435,-1640,15330,8427,9863,13295,5225,8901,6301,5674,-5393,3107,5316,11886,5647,8605,31370,-10399,5685,11384,15235,8388,13614,7554,1630,19482,10051,19906,18580,-1001,1327,4695,18582,598,7323,11789,14087,299,,-3097,,
1286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7390,340,8919,14139,12745,7054,13565,9662,1199,6215,8016,18631,15808,16686,8246,7962,4525,9319,8538,-2016,10820,7551,7810,7354,6341,12853,7019,9303,5205,5160,12000,9609,11351,18562,10586,6201,2660,11488,6918,3685,8774,11689,11170,12987,18873,10397,12467,9032,17447,1535,19958,4335,6214,11987,15825,9071,15482,12304,5713,6194,25776,13384,2596,4595,13883,15683,4898,20879,-499,7192,1895,6093,11590,6392,12788,14586,7394,4396,4297,19732,6992,5344,4495,10689,13782,4095
1287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14575,25636,24307,18727,36104,28727,16979,4372,29403,23979,12771,38156,24602,30623,5514,16549,45767,29919,11247,41383,46475,42570,-4381,14783,24769,10019,34956,41915,28912,-2695,20884,10192,37084,35640,30924,30189,62725,161,23261,38770,48955,10776,12265,5301,12768,34400,-7397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14791,17918,17194,10458,8903,30237,35112,23691,10103,23437,22023,9314,15651,3142,18786,28223,26380,29071,32236,78965,44608,38874,52612,2993,30630,44712,19728,16910,46184,41556,25260,34689,15941,43292,11185,53795,18961,17925,46434,38788,62681,-15139,-15256,-15261,-6214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3792,12873,7593,23699,8890,17604,8029,18290,11803,8875,43917,18067,27517,20616,19445,6049,38477,41727,42720,58905,26542,12892,23270,2303,6010,22138,23643,19557,27509,13569,17644,15725,42500,4508,51284,15188,13610,10337,17650,-6534,370,2531,,2810,,,,,,,,,,,,,,-849,,,-1299,,,,,,,,,,,,,,,,,,,,,,,,
1290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616,8258,12072,4284,10247,4044,2918,3785,22544,12177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3192,17361,17473,25529,22281,17549,15186,13742,19669,29125,17763,7041,9964,11979,4723,14956,-4564,9180,22914,19824,12688,17699,23750,23991,14676,15361,21775,20921,20122,20162,23860,3142,17963,19380,33964,18858,6051,22070,30007,22357,22497,10424,13945,22268,38154,9966,9863,7024,4999,12828,16651,7094,6336,25376,16251,15246,31319,22673,16726,29945,27336,36604,12085,25649,28417,26973,27088,25021,23639,22412,2249,39012,16920,38339,34973,13735,47375,20795,30315,28639,21441,40002,36979,35855,32309
1292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4497,,750,2998,10092,3256,13989,-1998,2296,9492,1115,-1395,4796,4307,7511,8151,9200,5046,5744,19551,6843,18791,8401,19758,12257,8908,4654,22514,4836,14670,5282,7035,10225,11267,18791,26574,16115,16291,10844,16019,29068,39588,11137,18022,40920,2246,22502,75783,30561,-2470,6565,28075,12918,33794,14193,21946,35116,1288,5510,11671,7089,16176,13189,14920,7437,6543,32151,22926,28313,9960,21987,7794,10688,33645,10442,38015,15234,9589,-702,16487,4048,7893,19535,51384,20529
1293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13810,26154,29467,24788,29698,35980,33463,34504,75819,50306,56920,68560,59172,81771,72567,104822,55054,69630,33301,148211,95639,38469,64979,70221,93599,97294,94789,76478,38681,60446,78522,84122,94467,53074,108260,70613,67519,65297,34146,84922,83785,64821,63119,76889,39738,59073,72855,80208,85404,51863,44505,90772,42126,157467,74230,59896,75844,59119,52462,92594,57527,108554,110444,76595,91358,83618,118843,87499,121290,75870,124376,137075,59935,174362,42829,119884,61353,77116,60718,69827,134481,100499,73827,206058,77934
1294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5234,12453,3212,6756,9888,11050,5013,2787,5393,7539,3785,5073,438,4303,4941,8855,265,2132,869,2242,7634,-3976,-598,-3190,,867,5242,,-900,4078,-3178,3178,,-3178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10386,8316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22573,9312,18602,16348,18202,9631,12526,23180,23873,3501,17961,13830,11365,10374,15231,9840,4501,-5815,8865,17428,23268,11345,10907,9840,16700,9351,13698,15121,10128,13998,16665,18877,18849,25385,16355,8939,26984,17091,17885,20254,26385,28802,7309,42417,30362,6833,16209,36953,14411,14848,19493,16280,11427,29697,14679,25701,26372,11213,29871,19224,23770,27063,19582,19675,12083,19584,43156,-2155,9936,20079,44652,12237,44200,21224,31614,22276,49588,32463,10531,-9995,549,32662,32760,15082
1297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4715,,2196,3948,5435,478,12984,6679,19139,21871,21565,2750,8511,8861,20719,-6936,4136,2652,9079,22908,9413,14996,8033,7779,2746,-2222,18667,16705,3448,6223,25344,18886,8042,-3637,14181,13003,6296,6193,1147,5862,8892,13637,5963,12015,5670,9814,8046,5805,-1898,13008,6872,-580,4665,2936,11269,23640,-12691,5393,13588,7189,28776,-1403,-2697,21283,6617,4495,41169,-6050,3296,7792,6294,3896,3397,6590,10488,7392,1798,,,,,,
1315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6612,7814,4700,2250,28443,7388,15686,-3213,10090,9945,16126,6444,10240,23910,4458,6218,7739,7049,11096,10728,12440,10686,2668,5481,7269,9384,8299,7297,4616,10428,19112,17560,21867,10868,683,10150,24567,12398,15163,12294,19318,22435,9715,-2250,15396,15078,3374,62315,2797,24611,14547,14038,18513,26739,11029,19254,21467,25770,25467,25261,12729,36925,31468,22672,18479,15681,23075,32061,-2202,18582,29464,32366,34356,1190,32952,21476,24465,31270,28462,20978,39658,6691,24576
1316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2398,1498,1298,9338,6934,13030,14028,23484,19195,25629,7667,11912,12989,4183,16479,24634,40496,11680,13578,17705,24232,20499,10387,1094,13330,11418,26309,17842,-6794,2000,3018,10293,4696,1299,3733,,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6864,18754,21679,14020,18238,25032,17406,21199,26426,4265,9873,21072,26561,12367,30945,13465,19235,18540,16291,27782,13375,13823,18016,33549,11868,17850,28484,2610,11685,16168,13138,20657,17093,9434,8492,12226,19614,19458,19134,29013,14997,30560,17043,14703,22958,24671,20240,25128,1576,15382,19036,21366,12030,21825,32612,35665,10219,36763,5594,17580,33964,53750,30275,18862,34113,16982,16582,32810,34883,23955,21107,40137,21302,31236,29775,29681,26576,18947,19384,48665,26227,39811,23576
1318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734,,1816,3969,1452,,,418,,698,1367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14652,7551,7489,8869,-1199,4294,1038,5074,6152,2017,6572,9448,4611,11525,8027,,2596,7421,5116,5531,6033,18298,2247,1579,6150,7106,7789,11350,17107,6308,3813,6252,17090,25471,1340,11912,10540,6826,12889,13265,23079,17812,7162,3695,11182,6786,22984,952,11471,1640,14308,5634,1818,3856,3838,-5196,4795,,3097,5794,2598,10891,2598,2297,2598,4795,5196,6990,1398,-1200,-1398,8590,1798,2598,8590,499,4994,4396,-1798,,
1320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20420,,2016,-700,1038,-3050,2398,-2398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717,14128,403,2634,3327,4501,13885,19875,14187,18723,10315,21091,-5542,30613,7164,19398,5769,42469,14930,13604,12912,28683,21046,23035,23400,25451,38075,23953,18238,-57,19788,47175,15313,22749,31192,23417,16038,35331,23856,21003,29137,9763,24407,41489,28230,13545,18638,20098,22009,36343,14276,14695,7309,19858,33216,26419,34333,22664,31166,20916,15574,25866,18578,42242,8689,29366,50744,55396,37951,26868,24709,31865,43051,23864,30151,91674,14982,23365,43362,-1107,53335,30360,41743
1322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14127,24340,12251,8085,34073,11336,14363,-13402,4857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1587,35962,40001,17807,27769,8765,21870,17765,14265,22943,21017,22093,18298,19727,16619,19910,13418,31978,26092,32468,24308,17868,11706,18906,25873,32496,24724,33006,29023,18705,25844,21171,18307,23695,22266,16896,31668,37209,18083,14099,29007,14302,10531,7638,14136,21059,15770,5330,9646,9386,7279,3966,16314,3524,24005,5889,12124,18576,19875,10438,10635,13902,31269,12784,12087,5292,22572,25071,11186,14483,6490,23467,12485,19077,19679,20577,14735,18078,25970,17881,16881,18530,11488
1325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13859,27382,14081,44982,32761,41545,14456,34246,17921,31769,25761,19541,16834,15429,60243,64267,11993,29811,39235,6166,13531,-4021,10027,24635,42555,25335,28015,40284,36420,36686,33445,50383,31682,47454,25542,40784,22904,-2955,-6719,-3036,,,,-978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24736,4546,10616,12990,16115,12947,16264,9912,15586,9627,8152,13129,39745,21358,11669,8173,9491,7519,16311,53419,21714,15870,23775,16090,21432,13404,19511,17730,20434,28046,29826,26644,24584,30533,13294,33285,31008,22533,27687,20532,12616,6164,16361,13997,22779,20477,18227,34345,10073,25457,13644,29826,13399,31703,34603,31361,63323,39368,40519,23130,19127,10989,29537,40692,21176,45759,2494,32071,129045,-20488,33494,30469,24875,28930,34306,10536,21831,20668,14082,17281,20381,48252
1327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23540,14893,15862,7377,12955,12590,3842,9751,7096,1625,9710,14735,8253,11052,-1930,4291,22973,3195,4015,-2060,7124,-449,4034,9727,13837,7830,-5286,2345,1357,7770,5261,-202,6049,7900,5905,9865,22,139,5058,1018,4083,2765,3037,1518,1887,1856,3912,1346,3453,-503,3027,269,1457,,1916,998,8986,3795,19673,7342,11782,-2499,,-1398,,,,-1398,,,,,,,,,,,,,,
1332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43375,2876,,4394,2452,2765,11047,7306,3844,6789,-2279,7619,5458,118,6320,4830,3167,4845,5216,10282,5347,1115,11829,3369,16012,4940,-866,9867,3398,7293,16366,13538,3297,-5171,690,7355,9125,5605,8913,3036,8240,1552,4926,6012,-6370,11048,2412,-5313,-74,-2404,3419,-419,,,,,,,,,,,,,,,,,,,
1334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4982,6413,16417,6143,14781,20269,11334,14769,10381,10254,9567,11470,9036,11750,1467,13480,22866,8022,14974,17776,15388,21533,13672,12707,8453,6034,8463,8247,11051,18121,6451,16612,12451,12009,17770,6659,18700,9598,5507,4694,13533,13641,-1347,,,,,-6356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4563,10142,618,1817,,19,2809,617,318,1218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5197,,10314,-1780,5056,,3845,2730,2064,9813,8770,3794,6093,1798,1598,13736,-1899,600,,20873,23299,21474,28627,20072,24780,33712,24874,38507,20680,7888,18379,26271,18780,21177,29565,25172,31369,38360
1336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1098,9988,6770,1287,6650,4132,4975,1769,7593,8711,18429,8295,9210,3305,10444,4940,23303,15783,12999,4317,7330,4800,15585,9594,5875,7616,8310,5549,13388,16612,9364,2837,11772,18187,9528,9023,5034,4016,13413,5434,15582,6682,8910,9627,1778,4893,1623,10009,6438,3029,5259,21096,6254,7854,12885,6242,10285,11595,13788,8942,9840,11388,8392,7492,11238,12087,3398,10687,8989,6093,9190,7592,9390,8293,5394,4796,5293,300,9790,15687
1337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1066,3287,7921,5103,2234,3126,9577,6001,-142,2989,4620,4988,-899,6665,973,9803,4651,10498,4169,19,5580,4081,12029,5268,9622,16441,351,8502,1438,11471,9208,14356,11320,7052,12049,4492,12898,8456,3954,6405,10267,27133,3456,10815,10573,8203,6832,5075,2830,2337,4893,10209,10306,-1580,6990,5196,3895,9188,1398,,,,,,,,,,,,,,,,,,,,,
1338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2826,12758,19862,26672,25849,34814,21136,17980,3670,21166,2734,28211,28654,13090,32217,25833,14679,24911,40051,9890,39576,30742,13040,19852,14691,15632,20823,35116,37375,26988,18725,19151,27546,22388,17354,16713,30820,11954,27272,9281,26816,13332,19998,18345,24111,16864,17039,29660,15832,28531,34662,26217,44996,19496,46637,39363,19375,29022,40364,26069,24671,27770,-2196,-1798,,,,,,,,,,-899,,,,,,,
1339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26034,12795,11536,5683,13692,8443,,-1098,-2177,-549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1396,13282,3815,6943,3453,5807,6001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1166,4153,3373,8926,-984,6478,7189,1691,4492,3044,6419,630,7766,3781,4031,5401,4862,10752,1419,5463,10382,4177,10601,4573,3564,8992,7587,933,8001,9945,6022,6567,8831,6544,8626,5072,4852,15280,1386,3755,7588,11471,7990,5422,2202,3194,5102,2138,7510,10838,4508,4781,2333,5929,2634,7990,5513,8405,16993,1893,10488,5394,8887,3094,4794,6239,12186,20830,-1104,8586,7587,5040,3372,10689,8089,3991,4094,2098,12491,9092,4795
1342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
