headend_no,household_no,a,b,c,d,e,denominator
100264,40571,0,0,0,0,0,1
100264,40602,0,0,0,0,0,1
100264,40604,0,0,0,0,0,1
100264,40737,0,0,0,0,0,1
100264,40741,0,0,0,0,0,1
100264,40772,0,0,0,0,0,1
100264,40778,0,0,0,0,0,1
100264,40908,0,0,0,0,0,1
100264,40929,0,0,0,0,0,1
100264,4094,0,0,0,0,0,1
100264,40959,0,1,0,1,0,1
100264,40970,0,0,0,0,0,1
100264,40996,0,0,0,0,0,1
100264,4103,0,0,0,0,0,1
100264,41078,0,0,0,0,0,1
100264,41080,0,0,0,0,0,1
100264,4111,0,0,0,0,0,1
100264,41117,0,0,0,0,0,1
100264,41178,0,0,0,0,0,1
100264,41245,0,0,0,0,0,1
100264,41270,0,0,0,0,0,1
100264,41375,0,0,0,0,0,1
100264,41397,0,0,0,0,0,1
100264,41468,0,0,0,0,0,1
100264,41491,0,0,0,0,0,1
100264,4151,0,0,0,0,0,1
100264,41679,0,0,0,0,0,1
100264,41780,0,0,0,0,0,1
100264,4183,0,0,0,0,0,1
100264,41858,0,0,0,0,0,1
100264,41871,0,0,0,0,0,1
100264,41882,0,0,0,0,0,1
100264,41935,0,0,0,0,0,1
100264,42085,0,0,0,0,0,1
100264,42222,0,0,0,0,0,1
100264,42226,0,0,0,0,0,1
100264,42402,0,0,0,0,0,1
100264,4244,0,0,0,0,0,1
100264,42498,0,0,0,0,0,1
100264,42694,0,0,0,0,0,1
100264,42716,0,0,0,0,0,1
100264,42802,0,0,0,0,0,1
100264,42818,0,0,0,0,0,1
100264,4283,0,0,0,0,0,1
100264,4287,0,0,0,0,0,1
100264,42906,0,0,0,1,0,1
100264,42951,0,0,0,0,0,1
100264,42985,0,0,0,0,0,1
100264,43161,0,0,0,0,0,1
100264,43163,0,0,0,0,0,1
100264,43179,0,0,0,1,0,1
100264,43278,0,0,0,0,0,1
100264,43518,0,0,0,0,0,1
100264,43541,0,0,0,0,0,1
100264,43615,0,0,0,0,0,1
100264,43622,0,0,0,0,0,1
100264,43714,0,0,0,0,0,1
100264,43742,0,0,0,0,0,1
100264,43750,0,0,0,0,0,1
100264,43771,0,0,0,0,0,1
100264,4385,0,0,0,1,0,1
100264,43850,0,0,0,0,0,1
100264,43907,0,0,0,0,0,1
100264,4391,0,0,0,0,0,1
100264,43910,0,0,0,0,0,1
100264,43957,0,0,0,0,0,1
100264,43977,1,1,0,1,0,1
100264,43994,0,0,0,0,0,1
100264,4418,1,1,0,1,1,1
100264,442,1,1,1,1,1,1
100264,44222,0,0,0,0,0,1
100264,44298,0,0,0,1,0,1
100264,4430,0,0,0,0,0,1
100264,44317,0,0,0,0,0,1
100264,4436,0,0,0,1,0,1
100264,4442,0,0,0,0,0,1
100264,44441,0,0,0,0,0,1
100264,4445,0,0,0,0,0,1
100264,44452,0,0,0,0,0,1
100264,44543,0,0,0,0,0,1
100264,4456,0,0,0,0,0,1
100264,44589,0,0,0,0,0,1
100264,44610,0,0,0,0,0,1
100264,44633,0,0,0,0,0,1
100264,44644,0,0,0,0,0,1
100264,44682,0,0,0,0,0,1
100264,44753,0,0,0,0,0,1
100264,44816,0,0,0,0,0,1
100264,44836,0,0,0,0,0,1
100264,44923,0,0,0,0,0,1
100264,44990,0,0,0,0,0,1
100264,45006,0,0,0,0,0,1
100264,45008,0,0,0,0,0,1
100264,45037,0,0,0,0,0,1
100264,45108,0,0,0,0,0,1
100264,45182,0,0,0,0,0,1
100264,45309,1,1,0,1,0,1
100264,45338,0,0,0,0,0,1
100264,45421,0,0,0,0,0,1
100264,45514,0,0,0,0,0,1
100264,45520,0,0,0,1,0,1
100264,45641,0,0,0,0,0,1
100264,45653,0,0,0,0,0,1
100264,4569,0,0,0,0,0,1
100264,45770,0,0,0,1,0,1
100264,45808,0,0,0,0,0,1
100264,45850,0,0,0,0,0,1
100264,4588,0,0,0,0,0,1
100264,45888,0,0,0,0,0,1
100264,45910,0,0,0,0,0,1
100264,46045,0,0,0,0,0,1
100264,4608,0,0,0,0,0,1
100264,461,0,0,0,0,0,1
100264,46100,0,0,0,0,0,1
100264,46105,0,0,0,0,0,1
100264,46123,0,0,0,0,0,1
100264,46202,0,0,0,0,0,1
100264,46374,0,0,0,0,0,1
100264,46386,0,0,0,0,0,1
100264,46396,0,0,0,0,0,1
100264,46402,0,0,0,0,0,1
100264,46403,0,0,0,0,0,1
100264,46430,0,0,0,0,0,1
100264,46478,0,0,0,0,0,1
100264,46575,0,0,0,0,0,1
100264,4684,0,0,0,0,0,1
100264,46879,0,0,0,0,0,1
100264,4688,0,0,0,0,0,1
100264,46880,0,0,0,0,0,1
100264,46885,0,0,0,0,0,1
100264,46990,0,0,0,0,0,1
100264,47144,0,0,0,0,0,1
100264,47168,0,0,0,0,0,1
100264,4718,0,0,0,0,0,1
100264,47289,0,0,0,0,0,1
100264,47291,0,0,0,0,0,1
100264,47311,0,0,0,0,0,1
100264,47347,0,0,0,0,0,1
100264,4751,0,0,0,0,0,1
100264,47534,0,0,0,0,0,1
100264,4756,0,0,0,0,0,1
100264,47625,0,0,0,0,0,1
100264,47656,0,0,0,0,0,1
100264,4767,0,0,0,1,0,1
100264,4768,0,0,0,0,0,1
100264,4769,0,0,0,0,0,1
100264,47725,0,0,0,1,1,1
100264,47898,0,0,0,0,0,1
100264,4791,0,0,0,0,0,1
100264,47959,0,0,0,0,0,1
100264,47963,0,0,0,0,0,1
100264,47974,0,0,0,0,0,1
100264,48041,0,0,0,0,0,1
100264,48198,0,0,0,0,0,1
100264,48202,0,0,0,0,0,1
100264,48225,0,0,0,0,0,1
